指标名称,中国:GDP:不变价:当季同比,中国:iCPI:总指数:日环比,中国:iCPI:食品烟酒:日环比,中国:iCPI:衣着:日环比,中国:iCPI:居住:日环比,中国:iCPI:生活用品及服务:日环比,中国:iCPI:交通和通信:日环比,中国:iCPI:教育文化和娱乐:日环比,中国:iCPI:医疗保健:日环比,中国:iCPI:其他用品和服务:日环比,中国:中间价:美元兑人民币,中间价:欧元兑人民币,USDCNH:即期汇率,美元兑日元,欧元兑美元,温州指数:温州地区民间融资综合利率,温州指数:温州地区民间融资综合利率:社会直接融资利率,中国:SHIBOR:隔夜,银行间同业拆借加权利率:7天,银行间质押式回购加权利率:7天,GC001:收盘价,1年期国债收益率,上证综合指数,中国:互联网搜索指数:找工作,中国:互联网搜索指数:招聘,中国香港:政府债券收益率:3月,LIBOR:美元:3个月,美国:5年期盈亏平衡通胀率:非季调,英镑兑美元,美元指数,日元指数,日本:国债收益率:6月,日本:企业债有效收益率:综合,欧元区:公债收益率:即期利率收益率曲线:所有债券:6个月,EURIBOR:6个月,韩国:国债收益率:3年,收盘价:美元兑韩元,韩国:KOSPI指数,印尼:日用商品现价:天然棕榈油:棉兰,印尼:日用商品现价:咖啡:棉兰,泰国:债券市场协会指数:总收益:政府债券指数,新加坡:国库券收益率:6个月,菲律宾:国债收益率:6个月,越南:国债收益率:1年,印度:国债收益率:3月,法国:国债收益率:1个月,德国:上市联邦证券利率期限结构:1年期,加拿大:基准债券收益率:5年,花旗美国经济意外指数,花旗欧洲经济意外指数,花旗中国经济意外指数,花旗十国集团经济意外指数,花旗新兴市场经济意外指数,地缘政治风险指数,地缘政治行为指数,地缘政治威胁指数,收盘价:焦炭,期货收盘价(活跃合约):焦煤,"河南:车板价:焦煤(A≤10%,V:25-27%,S≤0.5%,G>75,Mt:8%,平顶山产)","中国:现货价(到岸价):焦煤(峰景矿,A:10.5%,V:21.5%,S:0.61%,G:87,Y:19,Mt:10%,CSR74,澳大利亚产)",期货结算价(活跃合约):IPE布油,期货结算价(活跃合约):NYMEX轻质原油,出厂价:液化气(汽运):荆门石化,中国:出厂价:石油焦(2#B):武汉石化,中国:经销价:汽油(93#IV):成都中石化,山东:库提价:港口内贸燃料油(4#船用),运价:液化气(压力货):华南-海防港,黎城:价格(干基含税):铁精粉(66%),"中国:价格:螺纹钢(HRB400,20mm)","武汉:价格:热轧板卷(Q235B,3.0mm)",山东:价格:方坯(Q235),唐山:市场价(不含税):废钢(6-8mm),中国进口干散货运价指数:综合指数,波罗的海干散货指数(BDI),原油运输指数(BDTI),成品油运输指数(BCTI),中国进口干散货运价指数:综合指数,中国进口原油运价指数:综合指数,远东干散货指数(FDI):综合指数,远东干散货指数(FDI):运价指数,中国:水泥价格指数,南华工业品指数,南华综合指数,南华金属指数,南华能化指数,义乌中国小商品指数:场内价格指数,义乌中国小商品指数:场内价格指数,义乌中国小商品指数:网上价格指数,义乌中国小商品指数:订单价格指数,义乌中国小商品指数:玩具类:价格指数,义乌中国小商品指数:玩具类:出口价格指数,义乌中国小商品指数:文化办公用品类:价格指数,义乌中国小商品指数:文化办公用品类:出口价格指数,义乌中国小商品指数:工艺品类:价格指数,义乌中国小商品指数:工艺品类:出口价格指数,义乌中国小商品指数:首饰类:价格指数,义乌中国小商品指数:首饰类:出口价格指数,义乌中国小商品指数:五金及电料类:价格指数,义乌中国小商品指数:五金及电料类:出口价格指数,义乌中国小商品指数:电子电器类:价格指数,义乌中国小商品指数:电子电器类:出口价格指数,义乌中国小商品指数:钟表眼镜类:价格指数,义乌中国小商品指数:钟表眼镜类:出口价格指数,义乌中国小商品指数:体育娱乐用品类:价格指数,义乌中国小商品指数:体育娱乐用品类:出口价格指数,义乌中国小商品指数:服装服饰类:价格指数,义乌中国小商品指数:服装服饰类:出口价格指数,义乌中国小商品指数:鞋类:价格指数,义乌中国小商品指数:鞋类:出口价格指数,义乌中国小商品指数:针、纺织品类:出口价格指数,义乌中国小商品指数:箱包类:价格指数,义乌中国小商品指数:箱包类:出口价格指数,义乌中国小商品指数:护理及美容用品类:价格指数,义乌中国小商品指数:护理及美容用品类:出口价格指数,义乌中国小商品指数:日用品类:价格指数,义乌中国小商品指数:日用品类:出口价格指数,义乌中国小商品指数:辅料和包装类:价格指数,义乌中国小商品指数:辅料和包装类:出口价格指数,义乌中国小商品指数:总价格指数,义乌中国小商品指数:出口价格指数,中国:开工率:产能(<100万吨):焦化企业(230家),中国:开工率:产能(100-200万吨):焦化企业(230家),中国:开工率:产能(>200万吨):焦化企业(230家),中国:开工率:聚氯乙烯:上游,中国:华北:开工率:聚氯乙烯:下游,中国:华南:开工率:聚氯乙烯:下游,中国:开工率:聚氯乙烯,中国:华东:开工率:聚氯乙烯:下游,中国:开工率:螺纹钢:主要钢厂,中国:开工率:线材:主要钢厂,中国:开工率:电炉,中国:开工率:产能(100-200万吨):焦化企业(230家),中国:开工率:产能(>200万吨):焦化企业(230家),中国出口集装箱运价指数:综合指数,中国:开工率:汽车轮胎(半钢胎),中国:开工率:汽车轮胎(全钢胎),中国:开工率:乙二醇(非乙烯法),中国:开工率:甲醇,中国:开工率:苯乙烯,中国:开工率:纯碱,中国:开工率:聚苯乙烯,中国:开工率:聚苯乙烯泡沫,中国:开工率:石油沥青装置,中国:开工率:尿素,中国进口集装箱运价指数:综合指数
2013Q3,7.90 ,,,,,,,,,,6.1671 ,8.1698 ,6.1221 ,-1.1383 ,1.3256 ,20.0929 ,15.4622 ,3.2441 ,4.0501 ,3.9923 ,4.6498 ,,"2,090.4725 ","17,244.5946 ","15,117.9412 ",0.1874 ,0.2612 ,1.8254 ,1.5521 ,81.8410 ,101.2979 ,0.0952 ,0.5771 ,0.4355 ,0.3392 ,2.9115 ,"1,108.5513 ","1,919.4552 ","8,215.3648 ","35,631.1488 ",218.8433 ,0.2830 ,1.4038 ,6.4949 ,9.9985 ,0.0251 ,0.0719 ,1.8782 ,22.8784 ,34.4907 ,-3.8375 ,28.2837 ,-20.5851 ,88.0020 ,93.1988 ,84.0250 ,"1,538.7397 ","1,117.8473 ","1,091.9319 ",153.4095 ,109.0781 ,105.1588 ,"5,944.9247 ","1,621.5054 ","9,160.8775 ","5,225.3297 ",,"1,224.2784 ","3,585.4598 ","3,678.0361 ","3,142.4785 ","2,314.2269 ",,"1,298.1128 ",616.3851 ,575.7971 ,,,,,103.4797 ,"1,869.1914 ","1,230.0723 ","2,088.7719 ","1,274.6042 ",101.5745 ,101.5745 ,102.9527 ,101.2158 ,100.4557 ,100.0000 ,100.8170 ,102.8600 ,100.5472 ,100.0000 ,102.7928 ,100.0000 ,102.8968 ,100.0000 ,98.4927 ,100.0000 ,98.5700 ,100.0000 ,101.4298 ,100.0000 ,102.3232 ,100.0000 ,100.7442 ,100.0000 ,100.0000 ,101.5235 ,100.0000 ,100.3975 ,101.3808 ,104.8510 ,100.5755 ,100.6105 ,100.0017 ,101.2613 ,100.0345 ,,,,,,,,,,,,,,"1,096.3543 ",81.8356 ,72.8769 ,,,75.6667 ,,,,,,
2013Q4,7.70 ,,,,,,,,,,6.1311 ,8.3417 ,6.0821 ,0.5180 ,1.3613 ,20.0062 ,16.0971 ,3.6944 ,4.7911 ,4.7467 ,5.7981 ,,"2,170.3492 ","11,377.1832 ","11,372.0627 ",0.1800 ,0.2413 ,1.7331 ,1.6191 ,80.3349 ,98.8783 ,0.0675 ,0.4901 ,0.3380 ,0.3470 ,2.9015 ,"1,061.6975 ","2,009.4815 ","9,709.3750 ","37,249.6840 ",221.8364 ,0.2791 ,0.5398 ,6.7440 ,8.8313 ,0.0621 ,0.0852 ,1.8156 ,24.0783 ,8.3430 ,13.6808 ,13.5350 ,-10.1482 ,73.5197 ,68.6281 ,75.1882 ,"1,581.3546 ","1,103.5002 ","1,110.0000 ",157.9323 ,109.2026 ,97.5574 ,"6,677.3477 ","1,496.5472 ","9,428.0502 ","5,260.5376 ",,"1,245.3889 ","3,552.8348 ","3,547.5556 ","3,048.0466 ","2,233.0771 ",,"1,877.4620 ",700.4756 ,544.9287 ,,,,,112.2023 ,"1,863.9714 ","1,235.7738 ","2,076.1792 ","1,281.1368 ",101.2452 ,101.2452 ,100.0000 ,101.7355 ,100.7937 ,100.0000 ,101.0148 ,102.8600 ,100.5385 ,100.0000 ,104.0178 ,100.0000 ,105.8565 ,100.0000 ,96.8340 ,100.0000 ,97.7425 ,100.0000 ,101.5672 ,99.9233 ,102.8013 ,100.0000 ,100.6482 ,100.0000 ,102.0318 ,101.3842 ,100.0000 ,100.3303 ,100.0150 ,101.5002 ,99.9872 ,100.2718 ,100.0000 ,101.3233 ,100.9760 ,,,,,,,,,,,,,,"1,037.2678 ",82.8833 ,72.1107 ,,,81.3333 ,,,,,,
2014Q1,7.50 ,,,,,,,,,,6.1169 ,8.3847 ,6.0845 ,2.7474 ,1.3702 ,20.2571 ,17.9610 ,2.9403 ,4.2528 ,4.1273 ,3.7654 ,,"2,051.9987 ","21,221.1551 ","15,397.7861 ",0.1802 ,0.2359 ,1.7566 ,1.6546 ,80.3762 ,97.3834 ,0.0539 ,0.4476 ,0.3164 ,0.3964 ,2.8734 ,"1,069.1939 ","1,946.0827 ","9,972.1336 ","48,337.7915 ",226.3561 ,0.3037 ,1.7489 ,5.9126 ,8.9212 ,0.1239 ,0.0987 ,1.6755 ,14.2052 ,10.0008 ,-16.6447 ,10.3518 ,5.9757 ,89.4743 ,74.4272 ,97.6957 ,"1,304.0465 ",910.3506 ,"1,088.1106 ",136.6335 ,107.6178 ,98.4851 ,"6,607.5154 ","1,323.6905 ","9,353.3433 ","5,263.7993 ",39.5000 ,"1,181.0657 ","3,377.5346 ","3,477.8648 ","2,913.1302 ","2,119.4543 ","1,042.8611 ","1,372.1115 ",881.9010 ,611.0582 ,"1,042.8611 ","1,048.7252 ",,,113.4459 ,"1,681.1716 ","1,153.7569 ","1,990.6757 ","1,116.7746 ",101.5627 ,101.5627 ,100.0000 ,100.0772 ,101.2860 ,100.0000 ,100.4562 ,102.8600 ,101.3267 ,100.0000 ,105.7030 ,100.0000 ,102.0650 ,100.0000 ,98.5670 ,96.2360 ,96.7467 ,100.0000 ,102.6183 ,99.8237 ,103.8380 ,100.1207 ,99.5025 ,100.0000 ,100.0033 ,101.4157 ,100.0000 ,100.9528 ,99.3925 ,102.3922 ,100.6228 ,100.1885 ,100.0000 ,101.5280 ,100.5333 ,,,,,,,,,,,,,,"1,115.4378 ",76.7505 ,63.2567 ,,,76.5000 ,,,,,,
2014Q2,7.60 ,,,,,,,,,,6.1582 ,8.4456 ,6.2313 ,2.1199 ,1.3714 ,20.2378 ,17.5078 ,2.5268 ,3.4572 ,3.3482 ,3.4501 ,,"2,049.3080 ","23,980.8710 ","15,893.0835 ",0.1539 ,0.2282 ,1.9075 ,1.6833 ,80.0842 ,97.9255 ,0.0492 ,0.4148 ,0.2761 ,0.3934 ,2.8224 ,"1,028.5224 ","1,990.7630 ","9,588.0989 ","56,229.2059 ",231.3083 ,0.3090 ,1.8903 ,4.9454 ,8.7047 ,0.1189 ,0.0814 ,1.6214 ,-17.4988 ,-22.5369 ,-87.8259 ,-16.7680 ,-17.4401 ,91.3804 ,80.9061 ,100.2475 ,"1,182.9526 ",834.1280 ,982.8889 ,125.5426 ,109.5087 ,102.7716 ,"6,279.3943 ","1,268.2437 ","8,942.9570 ","5,219.3548 ",44.7669 ,"1,023.8742 ","3,288.3060 ","3,419.6774 ","2,853.7675 ","2,092.1449 ",883.8525 ,978.2749 ,671.2584 ,535.1933 ,883.8525 ,806.6823 ,,,109.4721 ,"1,588.0778 ","1,120.5036 ","1,931.6402 ","1,050.4371 ",100.9295 ,100.9295 ,100.0000 ,101.6517 ,100.4015 ,100.0000 ,100.9008 ,102.8600 ,100.3798 ,100.0000 ,102.6923 ,100.0000 ,103.0177 ,100.0000 ,99.9975 ,100.0000 ,98.8688 ,100.0000 ,101.0342 ,99.8660 ,102.2823 ,100.0000 ,99.7412 ,100.0000 ,100.9560 ,102.1448 ,100.0000 ,100.8515 ,100.0008 ,102.1963 ,102.1822 ,100.4313 ,100.7600 ,101.0133 ,101.3180 ,,,,,,,,,,,,,,"1,088.0055 ",82.3594 ,74.5189 ,,,71.6833 ,,,,,,
2014Q3,7.20 ,,,,,,,,,,6.1569 ,8.1612 ,6.1685 ,4.0649 ,1.3244 ,20.3527 ,16.8708 ,2.9787 ,3.6602 ,3.5300 ,3.6450 ,,"2,208.5104 ","24,606.6487 ","20,922.6097 ",0.0945 ,0.2343 ,1.8301 ,1.6687 ,82.2845 ,96.4892 ,0.0363 ,0.3736 ,0.1039 ,0.2642 ,2.5030 ,"1,027.0227 ","2,040.6854 ","8,318.5638 ","55,764.4570 ",233.9371 ,0.3434 ,1.8213 ,4.5588 ,8.5930 ,-0.0235 ,-0.0311 ,1.5590 ,6.5703 ,-38.1183 ,6.5902 ,-15.9868 ,-9.3536 ,133.0467 ,114.8518 ,152.7589 ,"1,103.9416 ",786.5645 ,935.5914 ,124.6367 ,103.7083 ,96.7385 ,"5,872.6631 ","1,200.0000 ","8,570.3441 ","5,177.3297 ",40.5000 ,920.0000 ,"3,071.8500 ","3,315.2162 ","2,621.6747 ","1,976.2137 ",833.4950 ,954.7878 ,744.1380 ,549.7728 ,833.4950 ,964.7457 ,,,101.0185 ,"1,537.4030 ","1,069.5100 ","1,940.3353 ",995.9534 ,100.9385 ,100.9385 ,100.9583 ,101.3650 ,100.1282 ,101.0045 ,101.9418 ,103.4708 ,100.7168 ,100.0000 ,104.5375 ,100.0000 ,100.9777 ,100.0000 ,99.6835 ,100.0000 ,99.1718 ,100.0000 ,100.8035 ,99.9128 ,103.0048 ,100.0000 ,100.0960 ,100.0000 ,98.5835 ,101.8755 ,100.0000 ,100.1547 ,99.2258 ,100.1828 ,100.0000 ,101.5098 ,100.1487 ,100.8032 ,100.3488 ,,,,,,,,,,,,,,"1,102.4478 ",80.9278 ,71.6515 ,,,64.3000 ,,,,,,
2014Q4,7.30 ,,,,,,,,,,6.1374 ,7.6731 ,6.1567 ,14.6062 ,1.2484 ,19.9970 ,17.0383 ,2.6969 ,3.6920 ,3.5631 ,3.4484 ,,"2,621.0147 ","21,459.7882 ","15,295.8677 ",0.0685 ,0.2368 ,1.4089 ,1.5824 ,87.5284 ,90.1426 ,0.0070 ,0.3198 ,0.1163 ,0.1806 ,2.1745 ,"1,086.4070 ","1,948.0922 ","7,870.2896 ","60,623.7448 ",242.0095 ,0.4216 ,2.0090 ,4.1597 ,8.3593 ,-0.0466 ,-0.0466 ,1.4607 ,19.7322 ,-27.9871 ,-16.6134 ,-4.2029 ,-12.5003 ,83.4621 ,82.1304 ,83.5062 ,"1,055.0143 ",764.7996 ,920.0000 ,123.3311 ,77.0862 ,72.8293 ,"5,060.3011 ","1,253.8817 ","8,258.9606 ","4,936.9892 ",38.0323 ,853.5233 ,"2,929.3731 ","3,083.1565 ","2,409.0417 ","1,753.7965 ",856.9084 ,"1,095.8231 ",811.6165 ,716.1639 ,856.9084 ,"1,165.5088 ",,,101.3788 ,"1,424.9682 ","1,003.2068 ","1,787.0488 ",917.3389 ,100.9190 ,100.9190 ,100.5512 ,100.6863 ,100.3018 ,97.7570 ,100.5047 ,105.1973 ,100.5385 ,97.3935 ,101.9750 ,101.0020 ,103.0087 ,100.3618 ,99.2097 ,100.0000 ,98.2512 ,107.2840 ,98.7898 ,99.8010 ,100.0710 ,100.2535 ,100.0655 ,100.8220 ,70.0000 ,100.6407 ,100.0000 ,100.1225 ,97.1140 ,100.0298 ,98.7613 ,100.5400 ,99.9640 ,100.3608 ,99.9785 ,,,,,,,,,,,,,,"1,038.2902 ",75.2632 ,65.1350 ,,,65.0167 ,,,,,,
2015Q1,7.10 ,,,,,,,,,,6.1373 ,6.9431 ,6.2452 ,19.1880 ,1.1263 ,19.6724 ,16.6740 ,3.1115 ,4.5609 ,4.4046 ,2.6947 ,3.1382 ,"3,324.9942 ","28,865.8299 ","15,869.5300 ",0.0626 ,0.2604 ,1.3505 ,1.5147 ,95.0725 ,89.6845 ,0.0148 ,0.3098 ,-0.0019 ,0.1252 ,1.9777 ,"1,100.0028 ","1,964.9667 ","7,964.0728 ","53,139.2542 ",247.9903 ,0.4993 ,2.4339 ,4.4988 ,8.2816 ,-0.1356 ,-0.1816 ,0.8609 ,-26.9086 ,29.7329 ,12.0265 ,-2.5325 ,-6.8912 ,108.1088 ,112.6418 ,105.9029 ,"1,018.7485 ",724.3537 ,900.5376 ,112.7419 ,55.8423 ,49.1763 ,"4,222.2427 ","1,397.8495 ","7,020.6434 ","3,431.2020 ",38.5269 ,736.0086 ,"2,582.0291 ","2,739.1987 ","2,069.7634 ","1,496.6654 ",498.7003 ,613.5684 ,862.0578 ,679.5113 ,498.7003 ,"1,189.3375 ",,,97.6020 ,"1,390.7147 ",989.5110 ,"1,705.5744 ",911.6378 ,100.3314 ,100.3314 ,100.1150 ,100.2814 ,99.9958 ,93.9833 ,101.5878 ,106.7900 ,99.9525 ,94.7883 ,100.0322 ,101.6700 ,101.3317 ,100.0000 ,100.5894 ,100.0000 ,101.8447 ,112.1400 ,97.4303 ,99.9100 ,100.3431 ,100.4508 ,100.6169 ,101.3700 ,50.0000 ,99.9414 ,100.0000 ,100.5547 ,94.5900 ,99.1853 ,97.3400 ,100.5761 ,99.9400 ,100.2183 ,100.0028 ,,,,,,,,,,,,,,"1,059.4347 ",60.1836 ,51.2172 ,,,62.6667 ,,,,,,
2015Q2,7.10 ,,,,,,,,,,6.1201 ,6.7813 ,6.2059 ,21.3632 ,1.1065 ,19.4447 ,16.7229 ,1.5725 ,2.7385 ,2.5148 ,0.9057 ,2.4408 ,"4,472.3111 ","30,425.0527 ","17,666.2362 ",0.0373 ,0.2795 ,1.6296 ,1.5329 ,96.0340 ,88.0604 ,0.0094 ,0.3218 ,-0.0935 ,0.0602 ,1.7921 ,"1,096.7525 ","2,096.0231 ","8,239.2763 ","50,079.2783 ",249.4349 ,0.5765 ,2.4033 ,4.9700 ,7.8224 ,-0.2033 ,-0.2503 ,0.9452 ,-51.6725 ,16.2489 ,-75.3526 ,-12.2462 ,-13.6349 ,86.4190 ,84.0795 ,87.8008 ,910.1973 ,676.9709 ,836.5520 ,95.4940 ,63.8825 ,58.0813 ,"4,090.8423 ","1,393.6667 ","7,556.9785 ","3,539.4552 ",39.0000 ,649.9570 ,"2,402.3177 ","2,429.0824 ","2,032.1181 ","1,403.4296 ",508.4772 ,629.5620 ,851.8796 ,681.2885 ,508.4772 ,"1,281.9556 ",,,88.5706 ,"1,387.9002 ",988.9991 ,"1,653.7404 ",922.9919 ,100.1435 ,100.1435 ,99.9482 ,102.1670 ,99.9518 ,93.9800 ,100.6220 ,106.7900 ,100.0348 ,94.7800 ,100.0170 ,101.6700 ,101.0365 ,100.0000 ,100.7263 ,100.0000 ,102.7568 ,112.1400 ,96.3720 ,99.9100 ,100.2127 ,100.4367 ,100.1607 ,101.3700 ,50.0000 ,99.7157 ,100.0000 ,100.0235 ,94.5900 ,98.8335 ,97.3400 ,100.6215 ,99.9400 ,100.1428 ,100.0458 ,,,,,,,,,80.5487 ,76.2980 ,,,,890.7585 ,73.1630 ,70.9398 ,,,64.8444 ,,,,,,
2015Q3,7.00 ,,,,,,,,,,6.2610 ,6.9740 ,6.3373 ,22.1282 ,1.1126 ,18.9943 ,15.6581 ,1.6215 ,2.6090 ,2.4829 ,0.8864 ,2.2847 ,"3,527.3729 ","27,697.4713 ","16,077.8237 ",0.0315 ,0.3142 ,1.2965 ,1.5488 ,96.3384 ,89.7885 ,-0.0116 ,0.3355 ,-0.1164 ,0.0427 ,1.7183 ,"1,169.9704 ","1,984.7652 ","7,010.1351 ","53,421.2690 ",250.9922 ,0.6549 ,1.9413 ,4.9910 ,7.4405 ,-0.2244 ,-0.2719 ,0.7543 ,-16.6910 ,10.8304 ,-42.5727 ,2.3909 ,-15.2997 ,94.4235 ,80.7480 ,104.3176 ,802.4201 ,603.4013 ,788.8889 ,91.6990 ,51.7822 ,46.7324 ,"3,722.4552 ","1,323.8710 ","6,587.4552 ","3,142.0968 ",39.2333 ,622.6961 ,"2,165.3020 ","2,053.6380 ","1,805.7513 ","1,238.5237 ",656.1175 ,973.6520 ,721.1710 ,669.1491 ,656.1175 ,"1,129.4430 ",,,82.7169 ,"1,232.6956 ",901.1349 ,"1,501.1968 ",810.3565 ,100.0157 ,100.0157 ,100.1240 ,106.6185 ,99.9357 ,93.9800 ,101.9387 ,106.7900 ,100.0495 ,94.7800 ,99.8062 ,101.6700 ,100.8250 ,100.0000 ,100.5387 ,100.0000 ,100.8513 ,112.1400 ,96.8127 ,99.9100 ,100.5140 ,100.3552 ,100.5282 ,101.3700 ,50.0000 ,99.8108 ,100.0000 ,100.5157 ,94.5900 ,98.6163 ,97.3400 ,100.3018 ,99.9400 ,100.1255 ,100.2247 ,,,,,,,,,80.6218 ,76.6870 ,,,,821.2428 ,65.7427 ,66.5538 ,,,67.2000 ,,,,74.7833 ,,
2015Q4,6.90 ,,,,,,,,,,6.3883 ,7.0003 ,6.4285 ,21.4572 ,1.0947 ,18.8249 ,15.2185 ,1.8393 ,2.4872 ,2.4128 ,2.2026 ,2.4552 ,"3,464.0281 ","19,374.2878 ","14,466.6355 ",0.0304 ,0.4115 ,1.2258 ,1.5166 ,97.7187 ,91.4509 ,-0.0480 ,0.3295 ,-0.1871 ,-0.0123 ,1.6990 ,"1,157.1922 ","1,998.2596 ","6,707.8571 ","52,481.0369 ",255.1806 ,0.7331 ,2.4358 ,4.8919 ,7.1265 ,-0.3015 ,-0.3447 ,0.8539 ,-16.9715 ,20.0578 ,-19.1318 ,-0.4717 ,-0.8040 ,124.3893 ,167.3844 ,98.5536 ,680.9480 ,548.6116 ,703.0538 ,82.9501 ,44.9636 ,42.4043 ,"3,819.7312 ","1,310.0000 ","6,758.4588 ","2,794.0036 ",42.0000 ,562.5871 ,"2,030.6246 ","1,951.7706 ","1,594.4431 ","1,050.6324 ",490.0159 ,628.2811 ,848.9634 ,520.7459 ,490.0159 ,"1,501.0394 ",,,80.7675 ,"1,137.7986 ",849.7506 ,"1,377.6259 ",750.3057 ,99.8422 ,99.8422 ,100.2273 ,101.2425 ,100.0708 ,93.9800 ,101.7562 ,106.7900 ,100.0912 ,94.7800 ,99.8670 ,101.6700 ,100.7638 ,100.0000 ,101.5520 ,100.0000 ,102.5957 ,112.1400 ,96.3070 ,99.9100 ,100.3040 ,100.4185 ,100.8283 ,101.3700 ,50.0000 ,99.8960 ,100.0000 ,100.6422 ,94.5900 ,99.1992 ,97.3400 ,100.2450 ,99.9400 ,100.0030 ,100.1593 ,,,,,,,,,79.0052 ,77.8825 ,,,,746.1092 ,64.8793 ,62.2695 ,,,66.5667 ,,,,69.7667 ,,884.2858 
2016Q1,6.90 ,-0.0150 ,-0.0449 ,-0.0082 ,-0.0226 ,-0.0049 ,-0.0030 ,0.0833 ,-0.0025 ,-0.1369 ,6.4564 ,7.1280 ,6.5545 ,13.9736 ,1.0912 ,18.7205 ,15.2212 ,1.9925 ,2.5046 ,2.4204 ,2.2127 ,2.2764 ,"2,856.4597 ","22,241.7861 ","18,016.4988 ",0.1393 ,0.6177 ,1.2250 ,1.4157 ,96.3815 ,96.6669 ,-0.1085 ,0.2307 ,-0.2595 ,-0.1031 ,1.5151 ,"1,189.0144 ","1,900.6981 ","7,459.9906 ","51,083.7104 ",264.6725 ,0.8108 ,2.0417 ,4.9385 ,7.2523 ,-0.3967 ,-0.4681 ,0.6478 ,-28.7500 ,-25.4308 ,-22.8113 ,-21.4693 ,-8.3709 ,107.2160 ,115.2512 ,101.1630 ,681.1105 ,578.1005 ,653.0108 ,82.1929 ,35.1594 ,33.6386 ,"3,198.7176 ","1,258.8172 ","6,132.4237 ","2,591.3978 ",42.0000 ,489.4839 ,"2,115.3882 ","2,225.6720 ","1,722.6732 ","1,062.1667 ",298.1910 ,359.4398 ,838.6312 ,580.6849 ,298.1910 ,"1,064.4942 ",,,78.3458 ,"1,207.9320 ",887.8177 ,"1,467.7182 ",802.1467 ,100.3507 ,100.3507 ,99.9543 ,100.6513 ,100.6195 ,93.9800 ,101.2688 ,106.7900 ,100.7142 ,94.7800 ,100.0288 ,101.6700 ,99.7100 ,99.5950 ,101.2585 ,100.0000 ,102.6092 ,112.1400 ,97.3400 ,99.9100 ,100.1973 ,100.4555 ,101.1635 ,101.3700 ,50.0000 ,99.8973 ,100.0000 ,101.6280 ,94.5900 ,100.2297 ,97.3400 ,100.1548 ,99.9400 ,100.3850 ,100.0978 ,,,,,,,,,69.5512 ,71.7087 ,,,,740.7247 ,58.3317 ,51.8508 ,,,64.3889 ,,,,61.0000 ,,788.1109 
2016Q2,6.80 ,-0.0349 ,-0.1209 ,0.0777 ,-0.0478 ,0.0103 ,0.0065 ,0.0466 ,0.0001 ,0.0319 ,6.5277 ,7.3743 ,6.5431 ,8.0449 ,1.1297 ,18.0472 ,16.4653 ,2.0083 ,2.4966 ,2.4590 ,1.8314 ,2.2784 ,"2,922.5889 ","23,076.4713 ","15,823.9011 ",0.1158 ,0.6431 ,1.4785 ,1.4355 ,94.5286 ,102.7252 ,-0.2751 ,0.1764 ,-0.3467 ,-0.1477 ,1.4210 ,"1,163.1926 ","1,979.9463 ","8,609.3704 ","52,001.6571 ",273.5756 ,0.8880 ,1.9271 ,4.6030 ,6.8106 ,-0.5022 ,-0.5322 ,0.7146 ,-22.1163 ,-9.0366 ,-1.9031 ,-6.7396 ,5.0588 ,85.6132 ,91.6429 ,81.3797 ,910.5726 ,698.4127 ,717.9391 ,96.3391 ,46.9350 ,45.6763 ,"3,023.7455 ","1,140.0000 ","6,000.4301 ","2,430.9677 ",37.5930 ,570.1871 ,"2,528.3972 ","2,762.9185 ","2,069.4560 ","1,293.5528 ",449.5091 ,608.9079 ,744.6762 ,495.6321 ,449.5091 ,912.9776 ,,,80.5913 ,"1,345.0078 ",990.9468 ,"1,631.1989 ",908.7148 ,100.2697 ,100.2697 ,99.6073 ,100.3227 ,100.1398 ,93.9800 ,101.7372 ,106.7900 ,100.5600 ,94.7800 ,99.7785 ,101.6700 ,100.9885 ,99.9983 ,100.9822 ,100.0000 ,102.1505 ,112.1400 ,97.1922 ,99.9100 ,100.2768 ,100.6328 ,101.4763 ,101.3700 ,50.0000 ,99.6643 ,100.0000 ,100.9817 ,94.5900 ,99.7540 ,97.3400 ,100.2372 ,99.9400 ,100.3228 ,100.2987 ,,,,,,,,,79.0648 ,78.0612 ,,,,651.1538 ,73.7444 ,70.0813 ,,,68.2389 ,,,,66.9333 ,,709.2258 
